"date";"home_team";"away_team";"home_score";"away_score";"tournament";"country";"neutral";"year";"winner"
"2006-05-30";"Libya";"Uruguay";1;2;"Friendly";"Tunisia";TRUE;2006;"Uruguay"
"2006-05-30";"Poland";"Colombia";1;2;"Friendly";"Poland";FALSE;2006;"Colombia"
"2006-05-30";"Tunisia";"Belarus";3;0;"Friendly";"Tunisia";FALSE;2006;"Tunisia"
"2006-05-30";"Zanzibar";"Northern Cyprus";1;3;"FIFI Wild Cup";"Germany";TRUE;2006;"Northern Cyprus"
"2006-05-30";"Republic of St. Pauli";"Tibet";7;0;"FIFI Wild Cup";"Germany";FALSE;2006;"Republic of St. Pauli"
"2006-05-31";"Estonia";"New Zealand";1;1;"Friendly";"Estonia";FALSE;2006;"draw"
"2006-05-31";"France";"Denmark";2;0;"Friendly";"France";FALSE;2006;"France"
"2006-05-31";"Georgia";"Paraguay";0;1;"Friendly";"Austria";TRUE;2006;"Paraguay"
"2006-05-31";"Gibraltar";"Tibet";5;0;"FIFI Wild Cup";"Germany";TRUE;2006;"Gibraltar"
"2006-05-31";"Greenland";"Zanzibar";2;4;"FIFI Wild Cup";"Germany";TRUE;2006;"Zanzibar"
"2006-05-31";"IR Iran";"Bosnia and Herzegovina";5;2;"Friendly";"Iran";FALSE;2006;"IR Iran"
"2006-05-31";"Saudi Arabia";"Turkey";0;1;"Friendly";"Germany";TRUE;2006;"Turkey"
"2006-05-31";"Singapore";"Malaysia";0;0;"Friendly";"Singapore";FALSE;2006;"draw"
"2006-05-31";"Slovenia";"Trinidad and Tobago";3;1;"Friendly";"Slovenia";FALSE;2006;"Slovenia"
"2006-05-31";"Switzerland";"Italy";1;1;"Friendly";"Switzerland";FALSE;2006;"draw"
"2006-06-01";"Netherlands";"Mexico";2;1;"Friendly";"Netherlands";FALSE;2006;"Netherlands"
"2006-06-01";"Northern Cyprus";"Gibraltar";2;0;"FIFI Wild Cup";"Germany";TRUE;2006;"Northern Cyprus"
"2006-06-01";"Republic of St. Pauli";"Zanzibar";1;2;"FIFI Wild Cup";"Germany";FALSE;2006;"Zanzibar"
"2006-06-01";"Norway";"South Korea";0;0;"Friendly";"Norway";FALSE;2006;"draw"
"2006-06-02";"Angola";"Turkey";2;3;"Friendly";"Netherlands";TRUE;2006;"Turkey"
"2006-06-02";"Germany";"Colombia";3;0;"Friendly";"Germany";FALSE;2006;"Germany"
"2006-06-02";"Italy";"Ukraine";0;0;"Friendly";"Switzerland";TRUE;2006;"draw"
"2006-06-02";"Libya";"Belarus";1;1;"Friendly";"Tunisia";TRUE;2006;"draw"
"2006-06-02";"Liechtenstein";"Togo";0;1;"Friendly";"Liechtenstein";FALSE;2006;"Togo"
"2006-06-02";"Sweden";"Chile";1;1;"Friendly";"Sweden";FALSE;2006;"draw"
"2006-06-02";"Tunisia";"Uruguay";0;0;"Friendly";"Tunisia";FALSE;2006;"draw"
"2006-06-03";"Croatia";"Poland";0;1;"Friendly";"Germany";TRUE;2006;"Poland"
"2006-06-03";"Czech Republic";"Trinidad and Tobago";3;0;"Friendly";"Czech Republic";FALSE;2006;"Czech Republic"
"2006-06-03";"England";"Jamaica";6;0;"Friendly";"England";FALSE;2006;"England"
"2006-06-03";"Luxembourg";"Portugal";0;3;"Friendly";"France";TRUE;2006;"Portugal"
"2006-06-03";"Macau";"Hong Kong";0;0;"Friendly";"Macau";FALSE;2006;"draw"
"2006-06-03";"Malaysia";"Singapore";0;0;"Friendly";"Malaysia";FALSE;2006;"draw"
"2006-06-03";"Republic of St. Pauli";"Gibraltar";1;2;"FIFI Wild Cup";"Germany";FALSE;2006;"Gibraltar"
"2006-06-03";"Northern Cyprus";"Zanzibar";0;0;"FIFI Wild Cup";"Germany";TRUE;2006;"draw"
"2006-06-03";"Spain";"Egypt";2;0;"Friendly";"Spain";FALSE;2006;"Spain"
"2006-06-03";"Switzerland";"China PR";4;1;"Friendly";"Switzerland";FALSE;2006;"Switzerland"
"2006-06-04";"Algeria";"Sudan";1;0;"Friendly";"Algeria";FALSE;2006;"Algeria"
"2006-06-04";"Brazil";"New Zealand";4;0;"Friendly";"Switzerland";TRUE;2006;"Brazil"
"2006-06-04";"Colombia";"Morocco";2;0;"Friendly";"Spain";TRUE;2006;"Colombia"
"2006-06-04";"Ghana";"South Korea";3;1;"Friendly";"Scotland";TRUE;2006;"Ghana"
"2006-06-04";"Japan";"Malta";1;0;"Friendly";"Germany";TRUE;2006;"Japan"
"2006-06-04";"Netherlands";"Australia";1;1;"Friendly";"Netherlands";FALSE;2006;"draw"
"2006-06-04";"Slovenia";"Ivory Coast";0;3;"Friendly";"France";TRUE;2006;"Ivory Coast"
"2006-06-04";"Turkey";"North Macedonia";0;1;"Friendly";"Germany";TRUE;2006;"North Macedonia"
"2006-06-05";"Ukraine";"Libya";3;0;"Friendly";"Switzerland";TRUE;2006;"Ukraine"
"2006-06-07";"Australia";"Liechtenstein";3;1;"Friendly";"Germany";TRUE;2006;"Australia"
"2006-06-07";"France";"China PR";3;1;"Friendly";"France";FALSE;2006;"France"
"2006-06-07";"Spain";"Croatia";2;1;"Friendly";"Switzerland";TRUE;2006;"Spain"
"2006-06-08";"Luxembourg";"Ukraine";0;3;"Friendly";"Luxembourg";FALSE;2006;"Ukraine"
"2006-06-09";"Germany";"Costa Rica";4;2;"FIFA World Cup";"Germany";FALSE;2006;"Germany"
"2006-06-09";"Poland";"Ecuador";0;2;"FIFA World Cup";"Germany";TRUE;2006;"Ecuador"
"2006-06-10";"Argentina";"Ivory Coast";2;1;"FIFA World Cup";"Germany";TRUE;2006;"Argentina"
"2006-06-10";"England";"Paraguay";1;0;"FIFA World Cup";"Germany";TRUE;2006;"England"
"2006-06-10";"Trinidad and Tobago";"Sweden";0;0;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-11";"Angola";"Portugal";0;1;"FIFA World Cup";"Germany";TRUE;2006;"Portugal"
"2006-06-11";"Mexico";"IR Iran";3;1;"FIFA World Cup";"Germany";TRUE;2006;"Mexico"
"2006-06-11";"Serbia";"Netherlands";0;1;"FIFA World Cup";"Germany";TRUE;2006;"Netherlands"
"2006-06-12";"Australia";"Japan";3;1;"FIFA World Cup";"Germany";TRUE;2006;"Australia"
"2006-06-12";"Italy";"Ghana";2;0;"FIFA World Cup";"Germany";TRUE;2006;"Italy"
"2006-06-12";"USA";"Czech Republic";0;3;"FIFA World Cup";"Germany";TRUE;2006;"Czech Republic"
"2006-06-13";"Brazil";"Croatia";1;0;"FIFA World Cup";"Germany";TRUE;2006;"Brazil"
"2006-06-13";"France";"Switzerland";0;0;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-13";"South Korea";"Togo";2;1;"FIFA World Cup";"Germany";TRUE;2006;"South Korea"
"2006-06-14";"Germany";"Poland";1;0;"FIFA World Cup";"Germany";FALSE;2006;"Germany"
"2006-06-14";"Spain";"Ukraine";4;0;"FIFA World Cup";"Germany";TRUE;2006;"Spain"
"2006-06-14";"Tunisia";"Saudi Arabia";2;2;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-15";"Ecuador";"Costa Rica";3;0;"FIFA World Cup";"Germany";TRUE;2006;"Ecuador"
"2006-06-15";"England";"Trinidad and Tobago";2;0;"FIFA World Cup";"Germany";TRUE;2006;"England"
"2006-06-15";"Sweden";"Paraguay";1;0;"FIFA World Cup";"Germany";TRUE;2006;"Sweden"
"2006-06-16";"Argentina";"Serbia";6;0;"FIFA World Cup";"Germany";TRUE;2006;"Argentina"
"2006-06-16";"Mexico";"Angola";0;0;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-16";"Netherlands";"Ivory Coast";2;1;"FIFA World Cup";"Germany";TRUE;2006;"Netherlands"
"2006-06-17";"Czech Republic";"Ghana";0;2;"FIFA World Cup";"Germany";TRUE;2006;"Ghana"
"2006-06-17";"Italy";"USA";1;1;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-17";"Portugal";"IR Iran";2;0;"FIFA World Cup";"Germany";TRUE;2006;"Portugal"
"2006-06-18";"Brazil";"Australia";2;0;"FIFA World Cup";"Germany";TRUE;2006;"Brazil"
"2006-06-18";"France";"South Korea";1;1;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-18";"Japan";"Croatia";0;0;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-19";"Saudi Arabia";"Ukraine";0;4;"FIFA World Cup";"Germany";TRUE;2006;"Ukraine"
"2006-06-19";"Spain";"Tunisia";3;1;"FIFA World Cup";"Germany";TRUE;2006;"Spain"
"2006-06-19";"Togo";"Switzerland";0;2;"FIFA World Cup";"Germany";TRUE;2006;"Switzerland"
"2006-06-20";"Costa Rica";"Poland";1;2;"FIFA World Cup";"Germany";TRUE;2006;"Poland"
"2006-06-20";"Germany";"Ecuador";3;0;"FIFA World Cup";"Germany";FALSE;2006;"Germany"
"2006-06-20";"Paraguay";"Trinidad and Tobago";2;0;"FIFA World Cup";"Germany";TRUE;2006;"Paraguay"
"2006-06-20";"Sweden";"England";2;2;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-21";"IR Iran";"Angola";1;1;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-21";"Ivory Coast";"Serbia";3;2;"FIFA World Cup";"Germany";TRUE;2006;"Ivory Coast"
"2006-06-21";"Netherlands";"Argentina";0;0;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-21";"Portugal";"Mexico";2;1;"FIFA World Cup";"Germany";TRUE;2006;"Portugal"
"2006-06-22";"Croatia";"Australia";2;2;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-22";"Czech Republic";"Italy";0;2;"FIFA World Cup";"Germany";TRUE;2006;"Italy"
"2006-06-22";"Ghana";"USA";2;1;"FIFA World Cup";"Germany";TRUE;2006;"Ghana"
"2006-06-22";"Japan";"Brazil";1;4;"FIFA World Cup";"Germany";TRUE;2006;"Brazil"
"2006-06-23";"Saudi Arabia";"Spain";0;1;"FIFA World Cup";"Germany";TRUE;2006;"Spain"
"2006-06-23";"Switzerland";"South Korea";2;0;"FIFA World Cup";"Germany";TRUE;2006;"Switzerland"
"2006-06-23";"Togo";"France";0;2;"FIFA World Cup";"Germany";TRUE;2006;"France"
"2006-06-23";"Ukraine";"Tunisia";1;0;"FIFA World Cup";"Germany";TRUE;2006;"Ukraine"
"2006-06-24";"Argentina";"Mexico";2;1;"FIFA World Cup";"Germany";TRUE;2006;"Argentina"
"2006-06-24";"Germany";"Sweden";2;0;"FIFA World Cup";"Germany";FALSE;2006;"Germany"
"2006-06-24";"Malawi";"Zimbabwe";1;1;"Friendly";"Mozambique";TRUE;2006;"draw"
"2006-06-24";"Mozambique";"Eswatini";4;0;"Friendly";"Mozambique";FALSE;2006;"Mozambique"
"2006-06-25";"England";"Ecuador";1;0;"FIFA World Cup";"Germany";TRUE;2006;"England"
"2006-06-25";"Mozambique";"Malawi";1;2;"Friendly";"Mozambique";FALSE;2006;"Malawi"
"2006-06-25";"Portugal";"Netherlands";1;0;"FIFA World Cup";"Germany";TRUE;2006;"Portugal"
"2006-06-25";"Eswatini";"Zimbabwe";1;2;"Friendly";"Mozambique";TRUE;2006;"Zimbabwe"
"2006-06-26";"Italy";"Australia";1;0;"FIFA World Cup";"Germany";TRUE;2006;"Italy"
"2006-06-26";"Mauritius";"Tanzania";1;2;"Friendly";"Seychelles";TRUE;2006;"Tanzania"
"2006-06-26";"Switzerland";"Ukraine";0;0;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-06-27";"Brazil";"Ghana";3;0;"FIFA World Cup";"Germany";TRUE;2006;"Brazil"
"2006-06-27";"Spain";"France";1;3;"FIFA World Cup";"Germany";TRUE;2006;"France"
"2006-06-28";"Seychelles";"Mauritius";2;1;"Friendly";"Seychelles";FALSE;2006;"Seychelles"
"2006-06-30";"Germany";"Argentina";1;1;"FIFA World Cup";"Germany";FALSE;2006;"draw"
"2006-06-30";"Italy";"Ukraine";3;0;"FIFA World Cup";"Germany";TRUE;2006;"Italy"
"2006-06-30";"Seychelles";"Tanzania";2;1;"Friendly";"Seychelles";FALSE;2006;"Seychelles"
"2006-07-01";"Brazil";"France";0;1;"FIFA World Cup";"Germany";TRUE;2006;"France"
"2006-07-01";"England";"Portugal";0;0;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-07-02";"Kazakhstan";"Tajikistan";4;1;"Friendly";"Kazakhstan";FALSE;2006;"Kazakhstan"
"2006-07-04";"Germany";"Italy";0;2;"FIFA World Cup";"Germany";FALSE;2006;"Italy"
"2006-07-05";"Kazakhstan";"Kyrgyzstan";1;0;"Friendly";"Kazakhstan";FALSE;2006;"Kazakhstan"
"2006-07-05";"Portugal";"France";0;1;"FIFA World Cup";"Germany";TRUE;2006;"France"
"2006-07-06";"Malawi";"Botswana";2;1;"Friendly";"Malawi";FALSE;2006;"Malawi"
"2006-07-08";"Germany";"Portugal";3;1;"FIFA World Cup";"Germany";FALSE;2006;"Germany"
"2006-07-08";"Malawi";"Botswana";0;0;"Friendly";"Malawi";FALSE;2006;"draw"
"2006-07-09";"Italy";"France";1;1;"FIFA World Cup";"Germany";TRUE;2006;"draw"
"2006-07-15";"Syria";"Iraq";1;3;"Friendly";"Syria";FALSE;2006;"Iraq"
"2006-07-15";"Zambia";"Zimbabwe";0;0;"Friendly";"Zambia";FALSE;2006;"draw"
"2006-07-17";"Ethiopia";"Yemen";1;0;"Friendly";"Ethiopia";FALSE;2006;"Ethiopia"
"2006-07-21";"Jordan";"Iraq";2;1;"Friendly";"Jordan";FALSE;2006;"Jordan"
"2006-07-22";"Malawi";"Zambia";1;3;"COSAFA Cup";"Namibia";TRUE;2006;"Zambia"
"2006-07-22";"Namibia";"Seychelles";1;1;"COSAFA Cup";"Namibia";FALSE;2006;"draw"
"2006-07-23";"Namibia";"Malawi";3;2;"COSAFA Cup";"Namibia";FALSE;2006;"Namibia"
"2006-07-23";"Seychelles";"Zambia";0;2;"COSAFA Cup";"Namibia";TRUE;2006;"Zambia"
"2006-07-25";"Syria";"Iraq";1;2;"Friendly";"Syria";FALSE;2006;"Iraq"
"2006-07-26";"Rwanda";"Uganda";1;1;"Friendly";"Rwanda";FALSE;2006;"draw"
"2006-07-28";"Guyana";"Saint Lucia";3;2;"Friendly";"Guyana";FALSE;2006;"Guyana"
"2006-07-30";"Guyana";"Saint Lucia";2;0;"Friendly";"Guyana";FALSE;2006;"Guyana"
"2006-07-30";"Jordan";"Syria";3;0;"Friendly";"Jordan";FALSE;2006;"Jordan"
"2006-07-30";"Tanzania";"Rwanda";1;0;"Friendly";"Tanzania";FALSE;2006;"Tanzania"
"2006-08-05";"Syria";"Libya";2;1;"Friendly";"Syria";FALSE;2006;"Syria"
"2006-08-05";"Uganda";"Botswana";0;0;"Friendly";"Uganda";FALSE;2006;"draw"
"2006-08-08";"IR Iran";"United Arab Emirates";1;0;"Friendly";"Iran";FALSE;2006;"IR Iran"
"2006-08-09";"Japan";"Trinidad and Tobago";2;0;"Friendly";"Japan";FALSE;2006;"Japan"
"2006-08-09";"Jordan";"Iraq";0;1;"Friendly";"Jordan";FALSE;2006;"Iraq"
"2006-08-09";"Macau";"Taiwan";0;1;"Friendly";"Macau";FALSE;2006;"Taiwan"
"2006-08-09";"Saudi Arabia";"Bahrain";1;0;"Friendly";"Saudi Arabia";FALSE;2006;"Saudi Arabia"
"2006-08-11";"Ethiopia";"Kenya";1;0;"Friendly";"Ethiopia";FALSE;2006;"Ethiopia"
"2006-08-12";"Hong Kong";"Singapore";1;2;"Friendly";"Hong Kong";FALSE;2006;"Singapore"
"2006-08-13";"Ethiopia";"Kenya";1;0;"Friendly";"Ethiopia";FALSE;2006;"Ethiopia"
"2006-08-15";"Algeria";"Gabon";0;2;"Friendly";"France";TRUE;2006;"Gabon"
"2006-08-15";"Ghana";"Togo";2;0;"Friendly";"England";TRUE;2006;"Ghana"
"2006-08-15";"Iceland";"Spain";0;0;"Friendly";"Iceland";FALSE;2006;"draw"
"2006-08-15";"Slovakia";"Malta";3;0;"Friendly";"Slovakia";FALSE;2006;"Slovakia"
"2006-08-15";"Slovenia";"Israel";1;1;"Friendly";"Slovenia";FALSE;2006;"draw"
"2006-08-15";"Ukraine";"Azerbaijan";6;0;"Friendly";"Ukraine";FALSE;2006;"Ukraine"
"2006-08-15";"Wales";"Bulgaria";0;0;"Friendly";"Wales";FALSE;2006;"draw"
"2006-08-16";"Australia";"Kuwait";2;0;"AFC Asian Cup qualification";"Australia";FALSE;2006;"Australia"
"2006-08-16";"Austria";"Hungary";1;2;"Friendly";"Austria";FALSE;2006;"Hungary"
"2006-08-16";"Bangladesh";"Qatar";1;4;"AFC Asian Cup qualification";"Bangladesh";FALSE;2006;"Qatar"
"2006-08-16";"Belarus";"Andorra";3;0;"Friendly";"Belarus";FALSE;2006;"Belarus"
"2006-08-16";"Belgium";"Kazakhstan";0;0;"UEFA Euro qualification";"Belgium";FALSE;2006;"draw"
"2006-08-16";"Bosnia and Herzegovina";"France";1;2;"Friendly";"Bosnia and Herzegovina";FALSE;2006;"France"
"2006-08-16";"Cameroon";"Guinea";1;1;"Friendly";"France";TRUE;2006;"draw"
"2006-08-16";"Chile";"Colombia";1;2;"Friendly";"Chile";FALSE;2006;"Colombia"
"2006-08-16";"China PR";"Singapore";1;0;"AFC Asian Cup qualification";"China PR";FALSE;2006;"China PR"
"2006-08-16";"Czech Republic";"Serbia";1;3;"Friendly";"Czech Republic";FALSE;2006;"Serbia"
"2006-08-16";"Denmark";"Poland";2;0;"Friendly";"Denmark";FALSE;2006;"Denmark"
"2006-08-16";"Egypt";"Uruguay";0;2;"Friendly";"Egypt";FALSE;2006;"Uruguay"
"2006-08-16";"England";"Greece";4;0;"Friendly";"England";FALSE;2006;"England"
"2006-08-16";"Estonia";"North Macedonia";0;1;"UEFA Euro qualification";"Estonia";FALSE;2006;"North Macedonia"
"2006-08-16";"Faroe Islands";"Georgia";0;6;"UEFA Euro qualification";"Faroe Islands";FALSE;2006;"Georgia"
"2006-08-16";"Finland";"Northern Ireland";1;2;"Friendly";"Finland";FALSE;2006;"Northern Ireland"
"2006-08-16";"Germany";"Sweden";3;0;"Friendly";"Germany";FALSE;2006;"Germany"
"2006-08-16";"Guatemala";"Haiti";1;1;"Friendly";"United States";TRUE;2006;"draw"
"2006-08-16";"India";"Saudi Arabia";0;3;"AFC Asian Cup qualification";"India";FALSE;2006;"Saudi Arabia"
"2006-08-16";"IR Iran";"Syria";1;1;"AFC Asian Cup qualification";"Iran";FALSE;2006;"draw"
"2006-08-16";"Republic of Ireland";"Netherlands";0;4;"Friendly";"Republic of Ireland";FALSE;2006;"Netherlands"
"2006-08-16";"Italy";"Croatia";0;2;"Friendly";"Italy";FALSE;2006;"Croatia"
"2006-08-16";"Ivory Coast";"Senegal";0;1;"Friendly";"France";TRUE;2006;"Senegal"
"2006-08-16";"Japan";"Yemen";2;0;"AFC Asian Cup qualification";"Japan";FALSE;2006;"Japan"
"2006-08-16";"Jordan";"United Arab Emirates";1;2;"AFC Asian Cup qualification";"Jordan";FALSE;2006;"United Arab Emirates"
"2006-08-16";"Libya";"Uganda";3;2;"Friendly";"Libya";FALSE;2006;"Libya"
"2006-08-16";"Liechtenstein";"Switzerland";0;3;"Friendly";"Liechtenstein";FALSE;2006;"Switzerland"
"2006-08-16";"Luxembourg";"Turkey";0;1;"Friendly";"Luxembourg";FALSE;2006;"Turkey"
"2006-08-16";"Moldova";"Lithuania";3;2;"Friendly";"Moldova";FALSE;2006;"Moldova"
"2006-08-16";"Morocco";"Burkina Faso";1;0;"Friendly";"Morocco";FALSE;2006;"Morocco"
"2006-08-16";"Namibia";"South Africa";0;1;"Friendly";"Namibia";FALSE;2006;"South Africa"
"2006-08-16";"Norway";"Brazil";1;1;"Friendly";"Norway";FALSE;2006;"draw"
"2006-08-16";"Pakistan";"Oman";1;4;"AFC Asian Cup qualification";"Pakistan";FALSE;2006;"Oman"
"2006-08-16";"Peru";"Panama";0;2;"Friendly";"Peru";FALSE;2006;"Panama"
"2006-08-16";"Romania";"Cyprus";2;0;"Friendly";"Romania";FALSE;2006;"Romania"
"2006-08-16";"Russia";"Latvia";1;0;"Friendly";"Russia";FALSE;2006;"Russia"
"2006-08-16";"San Marino";"Albania";0;3;"Friendly";"San Marino";FALSE;2006;"Albania"
"2006-08-16";"Tunisia";"Mali";0;1;"Friendly";"France";TRUE;2006;"Mali"
"2006-08-16";"Uzbekistan";"Hong Kong";2;2;"AFC Asian Cup qualification";"Uzbekistan";FALSE;2006;"draw"
"2006-08-16";"Venezuela";"Honduras";0;0;"Friendly";"Venezuela";FALSE;2006;"draw"
"2006-08-17";"Palestine";"Iraq";0;3;"AFC Asian Cup qualification";"Jordan";TRUE;2006;"Iraq"
"2006-08-19";"Zambia";"Botswana";1;0;"COSAFA Cup";"Zambia";FALSE;2006;"Zambia"
"2006-08-23";"Malaysia";"Indonesia";1;1;"Merdeka Tournament";"Malaysia";FALSE;2006;"draw"
"2006-08-25";"Indonesia";"Myanmar";0;0;"Merdeka Tournament";"Malaysia";TRUE;2006;"draw"
"2006-08-26";"Eswatini";"Lesotho";3;1;"Friendly";"Eswatini";FALSE;2006;"Eswatini"
"2006-08-26";"Tanzania";"Zanzibar";1;0;"Friendly";"Tanzania";FALSE;2006;"Tanzania"
"2006-08-26";"Yemen";"Libya";0;1;"Friendly";"Yemen";FALSE;2006;"Libya"
"2006-08-27";"Malaysia";"Myanmar";1;2;"Merdeka Tournament";"Malaysia";FALSE;2006;"Myanmar"
"2006-08-27";"Saudi Arabia";"United Arab Emirates";1;0;"Friendly";"Saudi Arabia";FALSE;2006;"Saudi Arabia"
"2006-08-29";"Myanmar";"Indonesia";2;1;"Merdeka Tournament";"Malaysia";TRUE;2006;"Myanmar"
"2006-08-29";"Togo";"Niger";1;1;"Friendly";"Togo";FALSE;2006;"draw"
"2006-08-29";"Uganda";"Burkina Faso";0;0;"Friendly";"Uganda";FALSE;2006;"draw"
"2006-08-29";"Yemen";"Libya";1;1;"Friendly";"Yemen";FALSE;2006;"draw"
"2006-09-01";"Denmark";"Portugal";4;2;"Friendly";"Denmark";FALSE;2006;"Denmark"
"2006-09-01";"Oman";"Syria";3;0;"Friendly";"Oman";FALSE;2006;"Oman"
"2006-09-02";"Austria";"Costa Rica";2;2;"Friendly";"Switzerland";TRUE;2006;"draw"
"2006-09-02";"Bahamas";"Cayman Islands";3;1;"CFU Caribbean Cup qualification";"Cuba";TRUE;2006;"Bahamas"
"2006-09-02";"Bahrain";"Jordan";0;2;"Friendly";"Bahrain";FALSE;2006;"Jordan"
"2006-09-02";"Belarus";"Albania";2;2;"UEFA Euro qualification";"Belarus";FALSE;2006;"draw"
"2006-09-02";"Cuba";"Turks and Caicos Islands";6;0;"CFU Caribbean Cup qualification";"Cuba";FALSE;2006;"Cuba"
"2006-09-02";"Czech Republic";"Wales";2;1;"UEFA Euro qualification";"Czech Republic";FALSE;2006;"Czech Republic"
"2006-09-02";"Egypt";"Burundi";4;1;"African Cup of Nations qualification";"Egypt";FALSE;2006;"Egypt"
"2006-09-02";"England";"Andorra";5;0;"UEFA Euro qualification";"England";FALSE;2006;"England"
"2006-09-02";"Estonia";"Israel";0;1;"UEFA Euro qualification";"Estonia";FALSE;2006;"Israel"
"2006-09-02";"Gabon";"Madagascar";4;0;"African Cup of Nations qualification";"Gabon";FALSE;2006;"Gabon"
"2006-09-02";"Georgia";"France";0;3;"UEFA Euro qualification";"Georgia";FALSE;2006;"France"
"2006-09-02";"Germany";"Republic of Ireland";1;0;"UEFA Euro qualification";"Germany";FALSE;2006;"Germany"
"2006-09-02";"Hungary";"Norway";1;4;"UEFA Euro qualification";"Hungary";FALSE;2006;"Norway"
"2006-09-02";"Italy";"Lithuania";1;1;"UEFA Euro qualification";"Italy";FALSE;2006;"draw"
"2006-09-02";"Kenya";"Eritrea";1;2;"African Cup of Nations qualification";"Kenya";FALSE;2006;"Eritrea"
"2006-09-02";"South Korea";"IR Iran";1;1;"AFC Asian Cup qualification";"South Korea";FALSE;2006;"draw"
"2006-09-02";"Latvia";"Sweden";0;1;"UEFA Euro qualification";"Latvia";FALSE;2006;"Sweden"
"2006-09-02";"Luxembourg";"Netherlands";0;1;"UEFA Euro qualification";"Luxembourg";FALSE;2006;"Netherlands"
"2006-09-02";"Malta";"Bosnia and Herzegovina";2;5;"UEFA Euro qualification";"Malta";FALSE;2006;"Bosnia and Herzegovina"
"2006-09-02";"Moldova";"Greece";0;1;"UEFA Euro qualification";"Moldova";FALSE;2006;"Greece"
"2006-09-02";"Nigeria";"Niger";2;0;"African Cup of Nations qualification";"Nigeria";FALSE;2006;"Nigeria"
"2006-09-02";"Northern Ireland";"Iceland";0;3;"UEFA Euro qualification";"Northern Ireland";FALSE;2006;"Iceland"
"2006-09-02";"Poland";"Finland";1;3;"UEFA Euro qualification";"Poland";FALSE;2006;"Finland"
"2006-09-02";"Romania";"Bulgaria";2;2;"UEFA Euro qualification";"Romania";FALSE;2006;"draw"
"2006-09-02";"Scotland";"Faroe Islands";6;0;"UEFA Euro qualification";"Scotland";FALSE;2006;"Scotland"
"2006-09-02";"Senegal";"Mozambique";2;0;"African Cup of Nations qualification";"Senegal";FALSE;2006;"Senegal"
"2006-09-02";"Serbia";"Azerbaijan";1;0;"UEFA Euro qualification";"Serbia";FALSE;2006;"Serbia"
"2006-09-02";"Slovakia";"Cyprus";6;1;"UEFA Euro qualification";"Slovakia";FALSE;2006;"Slovakia"
"2006-09-02";"South Africa";"Congo";0;0;"African Cup of Nations qualification";"South Africa";FALSE;2006;"draw"
"2006-09-02";"Spain";"Liechtenstein";4;0;"UEFA Euro qualification";"Spain";FALSE;2006;"Spain"
"2006-09-02";"Switzerland";"Venezuela";1;0;"Friendly";"Switzerland";FALSE;2006;"Switzerland"
"2006-09-02";"Tanzania";"Burkina Faso";2;1;"African Cup of Nations qualification";"Tanzania";FALSE;2006;"Tanzania"
"2006-09-02";"Uganda";"Lesotho";3;0;"African Cup of Nations qualification";"Uganda";FALSE;2006;"Uganda"
"2006-09-03";"Antigua and Barbuda";"Dominica";1;0;"Friendly";"Antigua and Barbuda";FALSE;2006;"Antigua and Barbuda"
"2006-09-03";"Argentina";"Brazil";0;3;"Friendly";"England";TRUE;2006;"Brazil"
"2006-09-03";"Chad";"Zambia";0;2;"African Cup of Nations qualification";"Chad";FALSE;2006;"Zambia"
"2006-09-03";"DR Congo";"Namibia";3;2;"African Cup of Nations qualification";"DR Congo";FALSE;2006;"DR Congo"
"2006-09-03";"Equatorial Guinea";"Liberia";2;1;"African Cup of Nations qualification";"Equatorial Guinea";FALSE;2006;"Equatorial Guinea"
"2006-09-03";"Ethiopia";"Libya";1;0;"African Cup of Nations qualification";"Ethiopia";FALSE;2006;"Ethiopia"
"2006-09-03";"Gambia";"Cape Verde";2;0;"African Cup of Nations qualification";"Gambia";FALSE;2006;"Gambia"
"2006-09-03";"Guinea";"Algeria";0;0;"African Cup of Nations qualification";"Guinea";FALSE;2006;"draw"
"2006-09-03";"Mauritius";"Tunisia";0;0;"African Cup of Nations qualification";"Mauritius";FALSE;2006;"draw"
"2006-09-03";"Rwanda";"Cameroon";0;3;"African Cup of Nations qualification";"Rwanda";FALSE;2006;"Cameroon"
"2006-09-03";"Saudi Arabia";"Japan";1;0;"AFC Asian Cup qualification";"Saudi Arabia";FALSE;2006;"Saudi Arabia"
"2006-09-03";"Sierra Leone";"Mali";0;0;"African Cup of Nations qualification";"Sierra Leone";FALSE;2006;"draw"
"2006-09-03";"Sudan";"Seychelles";3;0;"African Cup of Nations qualification";"Sudan";FALSE;2006;"Sudan"
