"date";"home_team";"away_team";"home_score";"away_score";"tournament";"country";"neutral";"year";"winner"
"2014-10-09";"Slovenia";"Switzerland";1;0;"UEFA Euro qualification";"Slovenia";FALSE;2014;"Slovenia"
"2014-10-09";"Sweden";"Russia";1;1;"UEFA Euro qualification";"Sweden";FALSE;2014;"draw"
"2014-10-10";"Belgium";"Andorra";6;0;"UEFA Euro qualification";"Belgium";FALSE;2014;"Belgium"
"2014-10-10";"Botswana";"Egypt";0;2;"African Cup of Nations qualification";"Botswana";FALSE;2014;"Egypt"
"2014-10-10";"Bulgaria";"Croatia";0;1;"UEFA Euro qualification";"Bulgaria";FALSE;2014;"Croatia"
"2014-10-10";"China PR";"Thailand";3;0;"Friendly";"China PR";FALSE;2014;"China PR"
"2014-10-10";"Cyprus";"Israel";1;2;"UEFA Euro qualification";"Cyprus";FALSE;2014;"Israel"
"2014-10-10";"French Guiana";"Saint Kitts and Nevis";1;2;"CFU Caribbean Cup qualification";"Haiti";TRUE;2014;"Saint Kitts and Nevis"
"2014-10-10";"Hong Kong";"Singapore";2;1;"Friendly";"Hong Kong";FALSE;2014;"Hong Kong"
"2014-10-10";"Italy";"Azerbaijan";2;1;"UEFA Euro qualification";"Italy";FALSE;2014;"Italy"
"2014-10-10";"Japan";"Jamaica";1;0;"Friendly";"Japan";FALSE;2014;"Japan"
"2014-10-10";"Jordan";"Kuwait";0;1;"Friendly";"Jordan";FALSE;2014;"Kuwait"
"2014-10-10";"South Korea";"Paraguay";2;0;"Friendly";"South Korea";FALSE;2014;"South Korea"
"2014-10-10";"Latvia";"Iceland";0;3;"UEFA Euro qualification";"Latvia";FALSE;2014;"Iceland"
"2014-10-10";"Lesotho";"Angola";0;0;"African Cup of Nations qualification";"Lesotho";FALSE;2014;"draw"
"2014-10-10";"Malta";"Norway";0;3;"UEFA Euro qualification";"Malta";FALSE;2014;"Norway"
"2014-10-10";"Netherlands";"Kazakhstan";3;1;"UEFA Euro qualification";"Netherlands";FALSE;2014;"Netherlands"
"2014-10-10";"Oman";"Costa Rica";3;4;"Friendly";"Oman";FALSE;2014;"Costa Rica"
"2014-10-10";"Saudi Arabia";"Uruguay";1;1;"Friendly";"Saudi Arabia";FALSE;2014;"draw"
"2014-10-10";"Senegal";"Tunisia";0;0;"African Cup of Nations qualification";"Senegal";FALSE;2014;"draw"
"2014-10-10";"Saint Vincent and the Grenadines";"Curaçao";1;0;"CFU Caribbean Cup qualification";"Guadeloupe";TRUE;2014;"Saint Vincent and the Grenadines"
"2014-10-10";"Trinidad and Tobago";"Saint Lucia";2;0;"CFU Caribbean Cup qualification";"Trinidad and Tobago";FALSE;2014;"Trinidad and Tobago"
"2014-10-10";"Turkey";"Czech Republic";1;2;"UEFA Euro qualification";"Turkey";FALSE;2014;"Czech Republic"
"2014-10-10";"United Arab Emirates";"Australia";0;0;"Friendly";"United Arab Emirates";FALSE;2014;"draw"
"2014-10-10";"Uzbekistan";"Bahrain";0;0;"Friendly";"United Arab Emirates";TRUE;2014;"draw"
"2014-10-10";"Wales";"Bosnia and Herzegovina";0;0;"UEFA Euro qualification";"Wales";FALSE;2014;"draw"
"2014-10-10";"Yemen";"Iraq";1;1;"Friendly";"Bahrain";TRUE;2014;"draw"
"2014-10-11";"Albania";"Denmark";1;1;"UEFA Euro qualification";"Albania";FALSE;2014;"draw"
"2014-10-11";"Argentina";"Brazil";0;2;"Superclásico de las Américas";"China PR";TRUE;2014;"Brazil"
"2014-10-11";"Armenia";"Serbia";1;1;"UEFA Euro qualification";"Armenia";FALSE;2014;"draw"
"2014-10-11";"Cameroon";"Sierra Leone";0;0;"African Cup of Nations qualification";"Cameroon";FALSE;2014;"draw"
"2014-10-11";"Congo";"South Africa";0;2;"African Cup of Nations qualification";"Congo";FALSE;2014;"South Africa"
"2014-10-11";"DR Congo";"Ivory Coast";1;2;"African Cup of Nations qualification";"DR Congo";FALSE;2014;"Ivory Coast"
"2014-10-11";"Ethiopia";"Mali";0;2;"African Cup of Nations qualification";"Ethiopia";FALSE;2014;"Mali"
"2014-10-11";"Finland";"Greece";1;1;"UEFA Euro qualification";"Finland";FALSE;2014;"draw"
"2014-10-11";"France";"Portugal";2;1;"Friendly";"France";FALSE;2014;"France"
"2014-10-11";"Gabon";"Burkina Faso";2;0;"African Cup of Nations qualification";"Gabon";FALSE;2014;"Gabon"
"2014-10-11";"Guinea";"Ghana";1;1;"African Cup of Nations qualification";"Morocco";TRUE;2014;"draw"
"2014-10-11";"Republic of Ireland";"Gibraltar";7;0;"UEFA Euro qualification";"Republic of Ireland";FALSE;2014;"Republic of Ireland"
"2014-10-11";"Malawi";"Algeria";0;2;"African Cup of Nations qualification";"Malawi";FALSE;2014;"Algeria"
"2014-10-11";"Mozambique";"Cape Verde";2;0;"African Cup of Nations qualification";"Mozambique";FALSE;2014;"Mozambique"
"2014-10-11";"Niger";"Zambia";0;0;"African Cup of Nations qualification";"Niger";FALSE;2014;"draw"
"2014-10-11";"Northern Ireland";"Faroe Islands";2;0;"UEFA Euro qualification";"Northern Ireland";FALSE;2014;"Northern Ireland"
"2014-10-11";"Poland";"Germany";2;0;"UEFA Euro qualification";"Poland";FALSE;2014;"Poland"
"2014-10-11";"Romania";"Hungary";1;1;"UEFA Euro qualification";"Romania";FALSE;2014;"draw"
"2014-10-11";"Scotland";"Georgia";1;0;"UEFA Euro qualification";"Scotland";FALSE;2014;"Scotland"
"2014-10-11";"Sudan";"Nigeria";1;0;"African Cup of Nations qualification";"Sudan";FALSE;2014;"Sudan"
"2014-10-11";"Uganda";"Togo";0;1;"African Cup of Nations qualification";"Uganda";FALSE;2014;"Togo"
"2014-10-12";"Austria";"Montenegro";1;0;"UEFA Euro qualification";"Austria";FALSE;2014;"Austria"
"2014-10-12";"Barbados";"French Guiana";0;2;"CFU Caribbean Cup qualification";"Haiti";TRUE;2014;"French Guiana"
"2014-10-12";"Belarus";"Slovakia";1;3;"UEFA Euro qualification";"Belarus";FALSE;2014;"Slovakia"
"2014-10-12";"Timor-Leste";"Brunei";4;2;"AFF Championship";"Laos";TRUE;2014;"Timor-Leste"
"2014-10-12";"Estonia";"England";0;1;"UEFA Euro qualification";"Estonia";FALSE;2014;"England"
"2014-10-12";"Guadeloupe";"Curaçao";0;1;"CFU Caribbean Cup qualification";"Guadeloupe";FALSE;2014;"Curaçao"
"2014-10-12";"Haiti";"Saint Kitts and Nevis";0;0;"CFU Caribbean Cup qualification";"Haiti";FALSE;2014;"draw"
"2014-10-12";"Laos";"Cambodia";3;2;"AFF Championship";"Laos";FALSE;2014;"Laos"
"2014-10-12";"Lithuania";"Slovenia";0;2;"UEFA Euro qualification";"Lithuania";FALSE;2014;"Slovenia"
"2014-10-12";"Luxembourg";"Spain";0;4;"UEFA Euro qualification";"Luxembourg";FALSE;2014;"Spain"
"2014-10-12";"Mexico";"Panama";1;0;"Friendly";"Mexico";FALSE;2014;"Mexico"
"2014-10-12";"Pakistan";"Palestine";0;2;"Friendly";"Pakistan";FALSE;2014;"Palestine"
"2014-10-12";"Philippines";"Papua New Guinea";5;0;"Friendly";"Philippines";FALSE;2014;"Philippines"
"2014-10-12";"Russia";"Moldova";1;1;"UEFA Euro qualification";"Russia";FALSE;2014;"draw"
"2014-10-12";"Saint Lucia";"Dominican Republic";2;3;"CFU Caribbean Cup qualification";"Trinidad and Tobago";TRUE;2014;"Dominican Republic"
"2014-10-12";"Sweden";"Liechtenstein";2;0;"UEFA Euro qualification";"Sweden";FALSE;2014;"Sweden"
"2014-10-12";"Tanzania";"Benin";4;1;"Friendly";"Tanzania";FALSE;2014;"Tanzania"
"2014-10-12";"Trinidad and Tobago";"Antigua and Barbuda";1;0;"CFU Caribbean Cup qualification";"Trinidad and Tobago";FALSE;2014;"Trinidad and Tobago"
"2014-10-12";"Ukraine";"North Macedonia";1;0;"UEFA Euro qualification";"Ukraine";FALSE;2014;"Ukraine"
"2014-10-13";"Andorra";"Israel";1;4;"UEFA Euro qualification";"Andorra";FALSE;2014;"Israel"
"2014-10-13";"Bosnia and Herzegovina";"Belgium";1;1;"UEFA Euro qualification";"Bosnia and Herzegovina";FALSE;2014;"draw"
"2014-10-13";"Croatia";"Azerbaijan";6;0;"UEFA Euro qualification";"Croatia";FALSE;2014;"Croatia"
"2014-10-13";"Iceland";"Netherlands";2;0;"UEFA Euro qualification";"Iceland";FALSE;2014;"Iceland"
"2014-10-13";"Jordan";"Kuwait";1;1;"Friendly";"Jordan";FALSE;2014;"draw"
"2014-10-13";"Kazakhstan";"Czech Republic";2;4;"UEFA Euro qualification";"Kazakhstan";FALSE;2014;"Czech Republic"
"2014-10-13";"Latvia";"Turkey";1;1;"UEFA Euro qualification";"Latvia";FALSE;2014;"draw"
"2014-10-13";"Malta";"Italy";0;1;"UEFA Euro qualification";"Malta";FALSE;2014;"Italy"
"2014-10-13";"Morocco";"Kenya";3;0;"Friendly";"Morocco";FALSE;2014;"Morocco"
"2014-10-13";"Norway";"Bulgaria";2;1;"UEFA Euro qualification";"Norway";FALSE;2014;"Norway"
"2014-10-13";"Oman";"Uruguay";0;3;"Friendly";"Oman";FALSE;2014;"Uruguay"
"2014-10-13";"Wales";"Cyprus";2;1;"UEFA Euro qualification";"Wales";FALSE;2014;"Wales"
"2014-10-14";"Armenia";"France";0;3;"Friendly";"Armenia";FALSE;2014;"France"
"2014-10-14";"Bahrain";"Iraq";0;0;"Friendly";"Bahrain";FALSE;2014;"draw"
"2014-10-14";"Myanmar";"Timor-Leste";0;0;"AFF Championship";"Laos";TRUE;2014;"draw"
"2014-10-14";"China PR";"Paraguay";2;1;"Friendly";"China PR";FALSE;2014;"China PR"
"2014-10-14";"Denmark";"Portugal";0;1;"UEFA Euro qualification";"Denmark";FALSE;2014;"Portugal"
"2014-10-14";"Faroe Islands";"Hungary";0;1;"UEFA Euro qualification";"Faroe Islands";FALSE;2014;"Hungary"
"2014-10-14";"Finland";"Romania";0;2;"UEFA Euro qualification";"Finland";FALSE;2014;"Romania"
"2014-10-14";"Germany";"Republic of Ireland";1;1;"UEFA Euro qualification";"Germany";FALSE;2014;"draw"
"2014-10-14";"Gibraltar";"Georgia";0;3;"UEFA Euro qualification";"Portugal";TRUE;2014;"Georgia"
"2014-10-14";"Greece";"Northern Ireland";0;2;"UEFA Euro qualification";"Greece";FALSE;2014;"Northern Ireland"
"2014-10-14";"Hong Kong";"Argentina";0;7;"Friendly";"Hong Kong";FALSE;2014;"Argentina"
"2014-10-14";"Japan";"Brazil";0;4;"Friendly";"Singapore";TRUE;2014;"Brazil"
"2014-10-14";"South Korea";"Costa Rica";1;3;"Friendly";"South Korea";FALSE;2014;"Costa Rica"
"2014-10-14";"Laos";"Brunei";4;2;"AFF Championship";"Laos";FALSE;2014;"Laos"
"2014-10-14";"Macau";"Singapore";2;2;"Friendly";"Macau";FALSE;2014;"draw"
"2014-10-14";"Poland";"Scotland";2;2;"UEFA Euro qualification";"Poland";FALSE;2014;"draw"
"2014-10-14";"Qatar";"Australia";1;0;"Friendly";"Qatar";FALSE;2014;"Qatar"
"2014-10-14";"San Marino";"Switzerland";0;4;"UEFA Euro qualification";"San Marino";FALSE;2014;"Switzerland"
"2014-10-14";"Saudi Arabia";"Lebanon";1;1;"Friendly";"Saudi Arabia";FALSE;2014;"draw"
"2014-10-14";"Serbia";"Albania";0;3;"UEFA Euro qualification";"Serbia";FALSE;2014;"Albania"
"2014-10-14";"United Arab Emirates";"Uzbekistan";0;4;"Friendly";"United Arab Emirates";FALSE;2014;"Uzbekistan"
"2014-10-14";"USA";"Honduras";1;1;"Friendly";"United States";FALSE;2014;"draw"
"2014-10-15";"Algeria";"Malawi";3;0;"African Cup of Nations qualification";"Algeria";FALSE;2014;"Algeria"
"2014-10-15";"Angola";"Lesotho";4;0;"African Cup of Nations qualification";"Angola";FALSE;2014;"Angola"
"2014-10-15";"Burkina Faso";"Gabon";1;1;"African Cup of Nations qualification";"Burkina Faso";FALSE;2014;"draw"
"2014-10-15";"Cameroon";"Sierra Leone";2;0;"African Cup of Nations qualification";"Cameroon";FALSE;2014;"Cameroon"
"2014-10-15";"Cape Verde";"Mozambique";1;0;"African Cup of Nations qualification";"Cape Verde";FALSE;2014;"Cape Verde"
"2014-10-15";"Egypt";"Botswana";2;0;"African Cup of Nations qualification";"Egypt";FALSE;2014;"Egypt"
"2014-10-15";"Ghana";"Guinea";3;1;"African Cup of Nations qualification";"Ghana";FALSE;2014;"Ghana"
"2014-10-15";"Ivory Coast";"DR Congo";3;4;"African Cup of Nations qualification";"Ivory Coast";FALSE;2014;"DR Congo"
"2014-10-15";"Mali";"Ethiopia";2;3;"African Cup of Nations qualification";"Mali";FALSE;2014;"Ethiopia"
"2014-10-15";"Nigeria";"Sudan";3;1;"African Cup of Nations qualification";"Nigeria";FALSE;2014;"Nigeria"
"2014-10-15";"South Africa";"Congo";0;0;"African Cup of Nations qualification";"South Africa";FALSE;2014;"draw"
"2014-10-15";"Eswatini";"Zimbabwe";0;2;"Friendly";"Eswatini";FALSE;2014;"Zimbabwe"
"2014-10-15";"Togo";"Uganda";1;0;"African Cup of Nations qualification";"Togo";FALSE;2014;"Togo"
"2014-10-15";"Tunisia";"Senegal";1;0;"African Cup of Nations qualification";"Tunisia";FALSE;2014;"Tunisia"
"2014-10-15";"Zambia";"Niger";3;0;"African Cup of Nations qualification";"Zambia";FALSE;2014;"Zambia"
"2014-10-16";"Brunei";"Myanmar";1;3;"AFF Championship";"Laos";TRUE;2014;"Myanmar"
"2014-10-16";"Timor-Leste";"Cambodia";2;3;"AFF Championship";"Laos";TRUE;2014;"Cambodia"
"2014-10-18";"Cambodia";"Myanmar";0;1;"AFF Championship";"Laos";TRUE;2014;"Myanmar"
"2014-10-18";"Laos";"Timor-Leste";2;0;"AFF Championship";"Laos";FALSE;2014;"Laos"
"2014-10-20";"Cambodia";"Brunei";1;0;"AFF Championship";"Laos";TRUE;2014;"Cambodia"
"2014-10-20";"Laos";"Myanmar";1;2;"AFF Championship";"Laos";FALSE;2014;"Myanmar"
"2014-10-24";"Bangladesh";"Sri Lanka";1;1;"Friendly";"Bangladesh";FALSE;2014;"draw"
"2014-10-25";"Zambia";"Ivory Coast";1;1;"Friendly";"Zambia";FALSE;2014;"draw"
"2014-10-27";"Bangladesh";"Sri Lanka";1;0;"Friendly";"Bangladesh";FALSE;2014;"Bangladesh"
"2014-10-31";"North Korea";"Kuwait";0;1;"Friendly";"United Arab Emirates";TRUE;2014;"Kuwait"
"2014-10-31";"Philippines";"Nepal";3;0;"Friendly";"Qatar";TRUE;2014;"Philippines"
"2014-11-02";"Bahrain";"North Korea";2;2;"Friendly";"Bahrain";FALSE;2014;"draw"
"2014-11-04";"Kuwait";"Yemen";1;1;"Friendly";"United Arab Emirates";TRUE;2014;"draw"
"2014-11-06";"Qatar";"North Korea";3;1;"Friendly";"Qatar";FALSE;2014;"Qatar"
"2014-11-06";"Saudi Arabia";"Palestine";2;0;"Friendly";"Saudi Arabia";FALSE;2014;"Saudi Arabia"
"2014-11-06";"United Arab Emirates";"Lebanon";3;2;"Friendly";"Saudi Arabia";TRUE;2014;"United Arab Emirates"
"2014-11-07";"Bahrain";"Singapore";2;0;"Friendly";"Bahrain";FALSE;2014;"Bahrain"
"2014-11-07";"Oman";"Yemen";2;0;"Friendly";"Oman";FALSE;2014;"Oman"
"2014-11-09";"Thailand";"Philippines";3;0;"Friendly";"Thailand";FALSE;2014;"Thailand"
"2014-11-09";"Uganda";"Ethiopia";3;0;"Friendly";"Uganda";FALSE;2014;"Uganda"
"2014-11-09";"Vietnam";"Palestine";1;3;"Friendly";"Vietnam";FALSE;2014;"Palestine"
"2014-11-11";"Cuba";"French Guiana";1;1;"CFU Caribbean Cup";"Jamaica";TRUE;2014;"draw"
"2014-11-11";"Curaçao";"Trinidad and Tobago";2;3;"CFU Caribbean Cup";"Jamaica";TRUE;2014;"Trinidad and Tobago"
"2014-11-12";"Argentina";"Croatia";2;1;"Friendly";"England";TRUE;2014;"Argentina"
"2014-11-12";"Belgium";"Iceland";3;1;"Friendly";"Belgium";FALSE;2014;"Belgium"
"2014-11-12";"Haiti";"Antigua and Barbuda";2;2;"CFU Caribbean Cup";"Jamaica";TRUE;2014;"draw"
"2014-11-12";"Netherlands";"Mexico";2;3;"Friendly";"Netherlands";FALSE;2014;"Mexico"
"2014-11-12";"Norway";"Estonia";0;1;"Friendly";"Norway";FALSE;2014;"Estonia"
"2014-11-12";"Turkey";"Brazil";0;4;"Friendly";"Turkey";FALSE;2014;"Brazil"
"2014-11-13";"Curaçao";"Cuba";2;3;"CFU Caribbean Cup";"Jamaica";TRUE;2014;"Cuba"
"2014-11-13";"North Korea";"Hong Kong";2;1;"EAFF Championship";"Taiwan";TRUE;2014;"North Korea"
"2014-11-13";"Morocco";"Benin";6;1;"Friendly";"Morocco";FALSE;2014;"Morocco"
"2014-11-13";"Saudi Arabia";"Qatar";1;1;"Gulf Cup";"Saudi Arabia";FALSE;2014;"draw"
"2014-11-13";"Singapore";"Laos";2;0;"Friendly";"Singapore";FALSE;2014;"Singapore"
"2014-11-13";"Trinidad and Tobago";"French Guiana";4;2;"CFU Caribbean Cup";"Jamaica";TRUE;2014;"Trinidad and Tobago"
"2014-11-13";"Uruguay";"Costa Rica";3;3;"Friendly";"Uruguay";FALSE;2014;"draw"
"2014-11-13";"Yemen";"Bahrain";0;0;"Gulf Cup";"Saudi Arabia";TRUE;2014;"draw"
"2014-11-14";"Botswana";"Tunisia";0;0;"African Cup of Nations qualification";"Botswana";FALSE;2014;"draw"
"2014-11-14";"China PR";"New Zealand";1;1;"Friendly";"China PR";FALSE;2014;"draw"
"2014-11-14";"France";"Albania";1;1;"Friendly";"France";FALSE;2014;"draw"
"2014-11-14";"Georgia";"Poland";0;4;"UEFA Euro qualification";"Georgia";FALSE;2014;"Poland"
"2014-11-14";"Germany";"Gibraltar";4;0;"UEFA Euro qualification";"Germany";FALSE;2014;"Germany"
"2014-11-14";"Greece";"Faroe Islands";0;1;"UEFA Euro qualification";"Greece";FALSE;2014;"Faroe Islands"
"2014-11-14";"Hungary";"Finland";1;0;"UEFA Euro qualification";"Hungary";FALSE;2014;"Hungary"
"2014-11-14";"Iraq";"Kuwait";0;1;"Gulf Cup";"Saudi Arabia";TRUE;2014;"Kuwait"
"2014-11-14";"Ivory Coast";"Sierra Leone";5;1;"African Cup of Nations qualification";"Ivory Coast";FALSE;2014;"Ivory Coast"
"2014-11-14";"Japan";"Honduras";6;0;"Friendly";"Japan";FALSE;2014;"Japan"
"2014-11-14";"Jordan";"South Korea";0;1;"Friendly";"Jordan";FALSE;2014;"South Korea"
"2014-11-14";"Martinique";"Haiti";0;3;"CFU Caribbean Cup";"Jamaica";TRUE;2014;"Haiti"
"2014-11-14";"Paraguay";"Peru";2;1;"Friendly";"Paraguay";FALSE;2014;"Paraguay"
"2014-11-14";"Philippines";"Cambodia";3;0;"Friendly";"Philippines";FALSE;2014;"Philippines"
"2014-11-14";"Portugal";"Armenia";1;0;"UEFA Euro qualification";"Portugal";FALSE;2014;"Portugal"
"2014-11-14";"Romania";"Northern Ireland";2;0;"UEFA Euro qualification";"Romania";FALSE;2014;"Romania"
"2014-11-14";"Scotland";"Republic of Ireland";1;0;"UEFA Euro qualification";"Scotland";FALSE;2014;"Scotland"
"2014-11-14";"Serbia";"Denmark";1;3;"UEFA Euro qualification";"Serbia";FALSE;2014;"Denmark"
"2014-11-14";"United Arab Emirates";"Oman";0;0;"Gulf Cup";"Saudi Arabia";TRUE;2014;"draw"
"2014-11-14";"USA";"Colombia";1;2;"Friendly";"England";TRUE;2014;"Colombia"
"2014-11-15";"Algeria";"Ethiopia";3;1;"African Cup of Nations qualification";"Algeria";FALSE;2014;"Algeria"
"2014-11-15";"Angola";"Gabon";0;0;"African Cup of Nations qualification";"Angola";FALSE;2014;"draw"
"2014-11-15";"Austria";"Russia";1;0;"UEFA Euro qualification";"Austria";FALSE;2014;"Austria"
"2014-11-15";"Cameroon";"DR Congo";1;0;"African Cup of Nations qualification";"Cameroon";FALSE;2014;"Cameroon"
"2014-11-15";"Cape Verde";"Niger";3;1;"African Cup of Nations qualification";"Cape Verde";FALSE;2014;"Cape Verde"
"2014-11-15";"Congo";"Nigeria";0;2;"African Cup of Nations qualification";"Congo";FALSE;2014;"Nigeria"
"2014-11-15";"Egypt";"Senegal";0;1;"African Cup of Nations qualification";"Egypt";FALSE;2014;"Senegal"
"2014-11-15";"England";"Slovenia";3;1;"UEFA Euro qualification";"England";FALSE;2014;"England"
"2014-11-15";"French Guiana";"Curaçao";4;1;"CFU Caribbean Cup";"Jamaica";TRUE;2014;"French Guiana"
"2014-11-15";"Indonesia";"Syria";0;2;"Friendly";"Indonesia";FALSE;2014;"Syria"
"2014-11-15";"Lesotho";"Burkina Faso";0;1;"African Cup of Nations qualification";"Lesotho";FALSE;2014;"Burkina Faso"
"2014-11-15";"Luxembourg";"Ukraine";0;3;"UEFA Euro qualification";"Luxembourg";FALSE;2014;"Ukraine"
"2014-11-15";"North Macedonia";"Slovakia";0;2;"UEFA Euro qualification";"North Macedonia";FALSE;2014;"Slovakia"
"2014-11-15";"Malawi";"Mali";2;0;"African Cup of Nations qualification";"Malawi";FALSE;2014;"Malawi"
"2014-11-15";"Moldova";"Liechtenstein";0;1;"UEFA Euro qualification";"Moldova";FALSE;2014;"Liechtenstein"
"2014-11-15";"Montenegro";"Sweden";1;1;"UEFA Euro qualification";"Montenegro";FALSE;2014;"draw"
"2014-11-15";"Mozambique";"Zambia";0;1;"African Cup of Nations qualification";"Mozambique";FALSE;2014;"Zambia"
"2014-11-15";"San Marino";"Estonia";0;0;"UEFA Euro qualification";"San Marino";FALSE;2014;"draw"
"2014-11-15";"South Africa";"Sudan";2;1;"African Cup of Nations qualification";"South Africa";FALSE;2014;"South Africa"
"2014-11-15";"Spain";"Belarus";3;0;"UEFA Euro qualification";"Spain";FALSE;2014;"Spain"
"2014-11-15";"Switzerland";"Lithuania";4;0;"UEFA Euro qualification";"Switzerland";FALSE;2014;"Switzerland"
"2014-11-15";"Togo";"Guinea";1;4;"African Cup of Nations qualification";"Togo";FALSE;2014;"Guinea"
"2014-11-15";"Uganda";"Ghana";1;0;"African Cup of Nations qualification";"Uganda";FALSE;2014;"Uganda"
"2014-11-16";"Antigua and Barbuda";"Martinique";0;2;"CFU Caribbean Cup";"Jamaica";TRUE;2014;"Martinique"
"2014-11-16";"Azerbaijan";"Norway";0;1;"UEFA Euro qualification";"Azerbaijan";FALSE;2014;"Norway"
"2014-11-16";"Belgium";"Wales";0;0;"UEFA Euro qualification";"Belgium";FALSE;2014;"draw"
"2014-11-16";"Bulgaria";"Malta";1;1;"UEFA Euro qualification";"Bulgaria";FALSE;2014;"draw"
"2014-11-16";"Cyprus";"Andorra";5;0;"UEFA Euro qualification";"Cyprus";FALSE;2014;"Cyprus"
"2014-11-16";"Czech Republic";"Iceland";2;1;"UEFA Euro qualification";"Czech Republic";FALSE;2014;"Czech Republic"
"2014-11-16";"Guam";"North Korea";1;5;"EAFF Championship";"Taiwan";TRUE;2014;"North Korea"
"2014-11-16";"Israel";"Bosnia and Herzegovina";3;0;"UEFA Euro qualification";"Israel";FALSE;2014;"Israel"
"2014-11-16";"Italy";"Croatia";1;1;"UEFA Euro qualification";"Italy";FALSE;2014;"draw"
"2014-11-16";"Morocco";"Zimbabwe";2;1;"Friendly";"Morocco";FALSE;2014;"Morocco"
"2014-11-16";"Netherlands";"Latvia";6;0;"UEFA Euro qualification";"Netherlands";FALSE;2014;"Netherlands"
"2014-11-16";"Saudi Arabia";"Bahrain";3;0;"Gulf Cup";"Saudi Arabia";FALSE;2014;"Saudi Arabia"
"2014-11-16";"Eswatini";"Tanzania";1;1;"Friendly";"Eswatini";FALSE;2014;"draw"
"2014-11-16";"Turkey";"Kazakhstan";3;1;"UEFA Euro qualification";"Turkey";FALSE;2014;"Turkey"
"2014-11-16";"Vietnam";"Malaysia";3;1;"Friendly";"Vietnam";FALSE;2014;"Vietnam"
"2014-11-16";"Yemen";"Qatar";0;0;"Gulf Cup";"Saudi Arabia";TRUE;2014;"draw"
"2014-11-17";"Iraq";"Oman";1;1;"Gulf Cup";"Saudi Arabia";TRUE;2014;"draw"
"2014-11-17";"Singapore";"Cambodia";4;2;"Friendly";"Singapore";FALSE;2014;"Singapore"
"2014-11-17";"United Arab Emirates";"Kuwait";2;2;"Gulf Cup";"Saudi Arabia";TRUE;2014;"draw"
"2014-11-18";"Austria";"Brazil";1;2;"Friendly";"Austria";FALSE;2014;"Brazil"
"2014-11-18";"Belarus";"Mexico";3;2;"Friendly";"Belarus";FALSE;2014;"Belarus"
"2014-11-18";"Bolivia";"Venezuela";3;2;"Friendly";"Bolivia";FALSE;2014;"Bolivia"
"2014-11-18";"Chile";"Uruguay";1;2;"Friendly";"Chile";FALSE;2014;"Uruguay"
"2014-11-18";"China PR";"Honduras";0;0;"Friendly";"China PR";FALSE;2014;"draw"
"2014-11-18";"Cuba";"Haiti";1;2;"CFU Caribbean Cup";"Jamaica";TRUE;2014;"Haiti"
"2014-11-18";"Estonia";"Jordan";1;0;"Friendly";"Estonia";FALSE;2014;"Estonia"
"2014-11-18";"France";"Sweden";1;0;"Friendly";"France";FALSE;2014;"France"
"2014-11-18";"Greece";"Serbia";0;2;"Friendly";"Greece";FALSE;2014;"Serbia"
"2014-11-18";"Hungary";"Russia";1;2;"Friendly";"Hungary";FALSE;2014;"Russia"
"2014-11-18";"IR Iran";"South Korea";1;0;"Friendly";"Iran";FALSE;2014;"IR Iran"
"2014-11-18";"Republic of Ireland";"USA";4;1;"Friendly";"Republic of Ireland";FALSE;2014;"Republic of Ireland"
"2014-11-18";"Italy";"Albania";1;0;"Friendly";"Italy";FALSE;2014;"Italy"
"2014-11-18";"Jamaica";"Trinidad and Tobago";0;0;"CFU Caribbean Cup";"Jamaica";FALSE;2014;"draw"
"2014-11-18";"Japan";"Australia";2;1;"Friendly";"Japan";FALSE;2014;"Japan"
"2014-11-18";"Nicaragua";"El Salvador";0;2;"Friendly";"Nicaragua";FALSE;2014;"El Salvador"
"2014-11-18";"Panama";"Canada";0;0;"Friendly";"Panama";FALSE;2014;"draw"
"2014-11-18";"Peru";"Paraguay";2;1;"Friendly";"Peru";FALSE;2014;"Peru"
"2014-11-18";"Portugal";"Argentina";1;0;"Friendly";"England";TRUE;2014;"Portugal"
"2014-11-18";"Romania";"Denmark";2;0;"Friendly";"Romania";FALSE;2014;"Romania"
"2014-11-18";"Scotland";"England";1;3;"Friendly";"Scotland";FALSE;2014;"England"
"2014-11-18";"Slovakia";"Finland";2;1;"Friendly";"Slovakia";FALSE;2014;"Slovakia"
"2014-11-18";"Slovenia";"Colombia";0;1;"Friendly";"Slovenia";FALSE;2014;"Colombia"
"2014-11-18";"Spain";"Germany";0;1;"Friendly";"Spain";FALSE;2014;"Germany"
"2014-11-18";"Thailand";"New Zealand";2;0;"Friendly";"Thailand";FALSE;2014;"Thailand"
"2014-11-18";"Ukraine";"Lithuania";0;0;"Friendly";"Ukraine";FALSE;2014;"draw"
"2014-11-19";"Bahrain";"Qatar";0;0;"Gulf Cup";"Saudi Arabia";TRUE;2014;"draw"
"2014-11-19";"Burkina Faso";"Angola";1;1;"African Cup of Nations qualification";"Burkina Faso";FALSE;2014;"draw"
"2014-11-19";"DR Congo";"Sierra Leone";3;1;"African Cup of Nations qualification";"DR Congo";FALSE;2014;"DR Congo"
"2014-11-19";"Ethiopia";"Malawi";0;0;"African Cup of Nations qualification";"Ethiopia";FALSE;2014;"draw"
"2014-11-19";"Gabon";"Lesotho";4;2;"African Cup of Nations qualification";"Gabon";FALSE;2014;"Gabon"
